,Unnamed: 0,Link,Type,Price,Condition,Is description,Picture count,Upload Date,Is Sold Day #1
451,451,https://www.yad2.co.il/item/7g05izag,ריהוט לחדרי ילדים,300 ₪,כמו חדש,yes,3,2022-06-21,0
452,452,https://www.yad2.co.il/item/qoleyg1t,כסאות,600 ₪,לא רלוונטי,yes,0,2022-06-21,0
453,453,https://www.yad2.co.il/item/ickicezh,ספות,750 ₪,כמו חדש,yes,3,2022-06-21,0
454,454,https://www.yad2.co.il/item/8y3j9zu1,מזנון / ויטרינה,"2,000 ₪",לא רלוונטי,yes,4,2022-06-21,0
455,455,https://www.yad2.co.il/item/czjm7v6c,ספות,"4,000 ₪",כמו חדש,yes,0,2022-06-21,0
456,456,https://www.yad2.co.il/item/bmnkq4no,תכולת דירה,לא צוין מחיר,כמו חדש,yes,10,2022-06-21,0
457,457,https://www.yad2.co.il/item/5p1gmwsf,שולחנות,"2,000 ₪",כמו חדש,yes,8,2022-06-21,0
458,458,https://www.yad2.co.il/item/rg47mtb4,שטיחים,"9,500 ₪",משומש,yes,4,2022-06-21,0
459,459,https://www.yad2.co.il/item/rfu0vfvj,ספות,"2,000 ₪",כמו חדש,yes,3,2022-06-21,0
460,460,https://www.yad2.co.il/item/zp9l2l0u,ספות,"3,200 ₪",כמו חדש,yes,5,2022-06-21,0
461,461,https://www.yad2.co.il/item/f0dca3wb,פינת אוכל,"4,200 ₪",כמו חדש,yes,0,2022-06-21,0
462,462,https://www.yad2.co.il/item/hit6bq37,פינת אוכל,"3,500 ₪",כמו חדש,yes,5,2022-06-21,0
463,463,https://www.yad2.co.il/item/313917,סלון,"2,990 ₪",חדש באריזה,yes,4,2022-06-21,0
464,464,https://www.yad2.co.il/item/7djwb7y2,מיטות,200 ₪,משומש,yes,2,2022-06-21,0
465,465,https://www.yad2.co.il/item/rs27pb9u,כסאות,700 ₪,כמו חדש,yes,3,2022-06-21,0
466,466,https://www.yad2.co.il/item/o411cngg,כורסאות טלויזיה,499 ₪,כמו חדש,yes,5,2022-06-21,0
467,467,https://www.yad2.co.il/item/q0qmnr19,חדרי שינה,900 ₪,כמו חדש,yes,3,2022-06-21,0
468,468,https://www.yad2.co.il/item/rzg3ocjg,ספות,750 ₪,כמו חדש,yes,5,2022-06-21,0
469,469,https://www.yad2.co.il/item/73h13fv9,ספות,"1,800 ₪",משומש,yes,3,2022-06-21,0
470,470,https://www.yad2.co.il/item/gh7zq0rs,ענתיקות,לא צוין מחיר,משומש,yes,10,2022-06-21,0
471,471,https://www.yad2.co.il/item/q3rt0cmz,ספות,"7,500 ₪",כמו חדש,yes,0,2022-06-21,0
472,472,https://www.yad2.co.il/item/gy79k1c6,פינת אוכל,"5,000 ₪",כמו חדש,yes,2,2022-06-21,0
473,473,https://www.yad2.co.il/item/q856i6jz,סלון,"1,500 ₪",משומש,yes,7,2022-06-21,0
474,474,https://www.yad2.co.il/item/sovew2b3,שטיחים,700 ₪,כמו חדש,yes,2,2022-06-21,0
475,475,https://www.yad2.co.il/item/nm9cmuog,ספות,500 ₪,משומש,yes,4,2022-06-21,0
476,476,https://www.yad2.co.il/item/0yrfo3ck,פינת אוכל,"1,100 ₪",כמו חדש,yes,5,2022-06-21,0
477,477,https://www.yad2.co.il/item/cqsmqd1p,פינת אוכל,"5,000 ₪",כמו חדש,yes,5,2022-06-21,0
478,478,https://www.yad2.co.il/item/th0zwglv,שולחן מחשב,280 ₪,כמו חדש,yes,2,2022-06-21,0
479,479,https://www.yad2.co.il/item/rmhaiuro,פינת אוכל,"1,300 ₪",כמו חדש,yes,3,2022-06-21,0
480,480,https://www.yad2.co.il/item/r7m71wup,חדרי שינה,"2,200 ₪",כמו חדש,yes,8,2022-06-21,0
481,481,https://www.yad2.co.il/item/1cnm57l1,סלון,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0
482,482,https://www.yad2.co.il/item/313917,סלון,"2,990 ₪",חדש באריזה,yes,4,2022-06-21,0
483,483,https://www.yad2.co.il/item/rqdvtatv,כורסאות טלויזיה,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0
484,484,https://www.yad2.co.il/item/6tlyt2f2,מיטות,"3,500 ₪",כמו חדש,yes,2,2022-06-21,0
485,485,https://www.yad2.co.il/item/mxku30c6,כורסאות טלויזיה,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0
486,486,https://www.yad2.co.il/item/lb0eydkr,מזרנים,"1,000 ₪",חדש באריזה,yes,0,2022-06-21,0
487,487,https://www.yad2.co.il/item/q7ga5a62,סלון,"3,000 ₪",כמו חדש,yes,4,2022-06-21,0
488,488,https://www.yad2.co.il/item/6uedpnxq,ספות,"1,500 ₪",כמו חדש,yes,2,2022-06-21,0
489,489,https://www.yad2.co.il/item/ewlwl28k,מיטות,750 ₪,משומש,yes,0,2022-06-21,0
490,490,https://www.yad2.co.il/item/7lg96icm,ענתיקות,"5,000 ₪",משומש,yes,9,2022-06-21,0
491,491,https://www.yad2.co.il/item/ticw26il,מזנון / ויטרינה,"1,100 ₪",כמו חדש,yes,0,2022-06-21,0
492,492,https://www.yad2.co.il/item/04nmyelp,שידות,"1,300 ₪",כמו חדש,yes,0,2022-06-21,0
493,493,https://www.yad2.co.il/item/ilkc275b,שולחנות,"2,200 ₪",כמו חדש,yes,0,2022-06-21,0
494,494,https://www.yad2.co.il/item/q4xpm648,כורסאות,"1,900 ₪",כמו חדש,yes,0,2022-06-21,0
495,495,https://www.yad2.co.il/item/zzjia5q0,שידות,450 ₪,כמו חדש,yes,2,2022-06-21,0
496,496,https://www.yad2.co.il/item/ci39x3p0,מראה,250 ₪,כמו חדש,yes,3,2022-06-21,0
497,497,https://www.yad2.co.il/item/n32sps22,פינת אוכל,"1,000 ₪",משומש,yes,2,2022-06-21,0
498,498,https://www.yad2.co.il/item/h4zzpya3,מיטות,600 ₪,כמו חדש,yes,0,2022-06-21,0
499,499,https://www.yad2.co.il/item/boqgpqcr,שולחנות,55 ₪,משומש,yes,0,2022-06-21,0
500,500,https://www.yad2.co.il/item/e2vxbdjd,שולחן מחשב,500 ₪,כמו חדש,yes,3,2022-06-21,0
501,501,https://www.yad2.co.il/item/313917,סלון,"2,990 ₪",חדש באריזה,yes,4,2022-06-21,0
502,502,https://www.yad2.co.il/item/1i5mlu3t,מזנון / ויטרינה,250 ₪,כמו חדש,yes,8,2022-06-21,0
503,503,https://www.yad2.co.il/item/40ssl8tq,מיטות,לא צוין מחיר,כמו חדש,yes,5,2022-06-21,0
504,504,https://www.yad2.co.il/item/pnlm2xcm,שידות,800 ₪,כמו חדש,yes,3,2022-06-21,0
505,505,https://www.yad2.co.il/item/kxidui94,מזנון / ויטרינה,300 ₪,משומש,yes,5,2022-06-21,0
506,506,https://www.yad2.co.il/item/cbyatfdv,מראה,90 ₪,כמו חדש,yes,0,2022-06-21,0
507,507,https://www.yad2.co.il/item/prcg1ijf,שטיחים,250 ₪,כמו חדש,yes,0,2022-06-21,0
508,508,https://www.yad2.co.il/item/ob43u4cg,ספות,280 ₪,משומש,yes,0,2022-06-21,0
509,509,https://www.yad2.co.il/item/xgvl8r1o,שטיחים,"2,700 ₪",כמו חדש,yes,7,2022-06-21,0
510,510,https://www.yad2.co.il/item/ysslf7mq,ספות,300 ₪,משומש,yes,0,2022-06-21,0
511,511,https://www.yad2.co.il/item/lkyb22rp,חדרי שינה,750 ₪,משומש,yes,3,2022-06-21,0
512,512,https://www.yad2.co.il/item/box6y39u,פינת אוכל,440 ₪,משומש,yes,0,2022-06-21,0
513,513,https://www.yad2.co.il/item/hjve0mi1,ספריה,570 ₪,כמו חדש,yes,0,2022-06-21,0
514,514,https://www.yad2.co.il/item/6i3o8dsq,שידות,350 ₪,כמו חדש,yes,0,2022-06-21,0
515,515,https://www.yad2.co.il/item/d8d0h2ge,שולחנות,לא צוין מחיר,כמו חדש,yes,0,2022-06-21,0
516,516,https://www.yad2.co.il/item/eep2b27h,שידות,400 ₪,כמו חדש,yes,8,2022-06-21,0
517,517,https://www.yad2.co.il/item/m19eb96f,שולחן מחשב,300 ₪,משומש,yes,6,2022-06-21,0
518,518,https://www.yad2.co.il/item/92qe1c6e,שולחנות,500 ₪,כמו חדש,yes,5,2022-06-21,0
519,519,https://www.yad2.co.il/item/424631,מטבח,"2,200 ₪",חדש באריזה,yes,5,2022-06-21,0
520,520,https://www.yad2.co.il/item/isiimvgw,ספות,900 ₪,כמו חדש,yes,6,2022-06-21,0
521,521,https://www.yad2.co.il/item/f4l9yuxw,שולחנות,150 ₪,כמו חדש,yes,0,2022-06-21,0
522,522,https://www.yad2.co.il/item/cv23a8z0,ארונות,"3,000 ₪",כמו חדש,yes,3,2022-06-21,1
523,523,https://www.yad2.co.il/item/gcz9qrnj,שולחנות,300 ₪,כמו חדש,yes,0,2022-06-21,0
524,524,https://www.yad2.co.il/item/8lho8a44,מזנון / ויטרינה,700 ₪,כמו חדש,yes,0,2022-06-21,0
525,525,https://www.yad2.co.il/item/x77en2p6,פינת אוכל,"1,000 ₪",כמו חדש,yes,2,2022-06-21,0
526,526,https://www.yad2.co.il/item/9ehgj3pe,מיטות,"1,500 ₪",כמו חדש,yes,0,2022-06-21,1
527,527,https://www.yad2.co.il/item/jgm7ryym,פינת אוכל,"2,000 ₪",כמו חדש,yes,0,2022-06-21,0
528,528,https://www.yad2.co.il/item/qs95aecr,פינת אוכל,"1,700 ₪",משומש,yes,5,2022-06-21,0
529,529,https://www.yad2.co.il/item/e4vtji82,פוף,399 ₪,כמו חדש,yes,0,2022-06-21,0
530,530,https://www.yad2.co.il/item/1e4g3u0h,ריהוט לחדרי ילדים,350 ₪,כמו חדש,yes,0,2022-06-21,0
531,531,https://www.yad2.co.il/item/p9vz4bvh,חדרי שינה,"4,000 ₪",כמו חדש,yes,2,2022-06-21,0
532,532,https://www.yad2.co.il/item/gievdb6t,מיטות,400 ₪,כמו חדש,yes,0,2022-06-21,0
533,533,https://www.yad2.co.il/item/vohji6mb,סלון,200 ₪,משומש,yes,3,2022-06-21,0
534,534,https://www.yad2.co.il/item/zmlsj4up,ספות,"5,500 ₪",כמו חדש,yes,2,2022-06-21,0
535,535,https://www.yad2.co.il/item/tw6vb00t,כסאות,30 ₪,משומש,yes,0,2022-06-21,0
536,536,https://www.yad2.co.il/item/6mg1w4ai,כורסאות,400 ₪,כמו חדש,yes,5,2022-06-21,0
537,537,https://www.yad2.co.il/item/3asru7t9,ספות,700 ₪,כמו חדש,yes,3,2022-06-21,0
538,538,https://www.yad2.co.il/item/424631,מטבח,"2,200 ₪",חדש באריזה,yes,5,2022-06-21,0
539,539,https://www.yad2.co.il/item/sfb778c3,שולחן מחשב,300 ₪,לא רלוונטי,yes,3,2022-06-21,0
540,540,https://www.yad2.co.il/item/205sluyz,חדרי שינה,"1,999 ₪",כמו חדש,yes,5,2022-06-21,0
541,541,https://www.yad2.co.il/item/uexozvs0,סלון,900 ₪,משומש,yes,6,2022-06-21,0
542,542,https://www.yad2.co.il/item/ng2h801s,ענתיקות,"2,000 ₪",לא רלוונטי,yes,2,2022-06-21,0
543,543,https://www.yad2.co.il/item/rcvlmrcl,מיטות,300 ₪,כמו חדש,yes,0,2022-06-21,0
544,544,https://www.yad2.co.il/item/noaq1rzr,שולחן מחשב,100 ₪,כמו חדש,yes,0,2022-06-21,0
545,545,https://www.yad2.co.il/item/hnjd9kjb,ריהוט לחדרי ילדים,65 ₪,משומש,yes,2,2022-06-21,0
546,546,https://www.yad2.co.il/item/nm483axu,פינת אוכל,750 ₪,כמו חדש,yes,0,2022-06-21,0
547,547,https://www.yad2.co.il/item/m60rlv43,מיטות,"3,700 ₪",משומש,yes,10,2022-06-21,0
548,548,https://www.yad2.co.il/item/yul46eqw,שטיחים,130 ₪,כמו חדש,yes,2,2022-06-21,0
549,549,https://www.yad2.co.il/item/55zev2av,שטיחים,300 ₪,משומש,yes,5,2022-06-21,0
550,550,https://www.yad2.co.il/item/r2w2rxhe,סלון,"2,400 ₪",כמו חדש,yes,2,2022-06-21,0
551,551,https://www.yad2.co.il/item/xvqr4ba6,כסאות,59 ₪,כמו חדש,yes,0,2022-06-21,0
552,552,https://www.yad2.co.il/item/3pjp6j0m,מזנון / ויטרינה,"2,489 ₪",כמו חדש,yes,2,2022-06-21,0
553,553,https://www.yad2.co.il/item/1vjs6gsm,מזנון / ויטרינה,900 ₪,כמו חדש,yes,2,2022-06-21,0
554,554,https://www.yad2.co.il/item/cawngir5,מזרנים,120 ₪,כמו חדש,no,0,2022-06-21,0
555,555,https://www.yad2.co.il/item/isiimvgw,ספות,900 ₪,כמו חדש,yes,6,2022-06-21,0
556,556,https://www.yad2.co.il/item/f4l9yuxw,שולחנות,150 ₪,כמו חדש,yes,0,2022-06-21,0
557,557,https://www.yad2.co.il/item/394096,דלתות,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0
558,558,https://www.yad2.co.il/item/mxaratab,ריהוט לחדרי ילדים,250 ₪,כמו חדש,yes,0,2022-06-21,0
559,559,https://www.yad2.co.il/item/smwdrlo5,מזנון / ויטרינה,350 ₪,משומש,yes,5,2022-06-21,0
560,560,https://www.yad2.co.il/item/aw2jwlo0,ריהוט משרדי,500 ₪,כמו חדש,yes,2,2022-06-21,0
561,561,https://www.yad2.co.il/item/3h465xc6,סלון,"1,800 ₪",משומש,yes,2,2022-06-21,0
562,562,https://www.yad2.co.il/item/2w55ynln,שולחנות,500 ₪,כמו חדש,yes,3,2022-06-21,0
563,563,https://www.yad2.co.il/item/ffzn36ks,מזנון / ויטרינה,"3,200 ₪",כמו חדש,yes,6,2022-06-21,0
564,564,https://www.yad2.co.il/item/doyfd817,מיטות,350 ₪,משומש,yes,3,2022-06-21,0
565,565,https://www.yad2.co.il/item/dt9rvgf0,דלתות,200 ₪,משומש,yes,2,2022-06-21,0
566,566,https://www.yad2.co.il/item/nfpraypq,ספות,"11,500 ₪",חדש באריזה,yes,2,2022-06-21,0
567,567,https://www.yad2.co.il/item/jamynv8h,ריהוט משרדי,139 ₪,כמו חדש,yes,0,2022-06-21,0
568,568,https://www.yad2.co.il/item/8x3lkkl6,שעון קיר,150 ₪,כמו חדש,yes,0,2022-06-21,0
569,569,https://www.yad2.co.il/item/3nk8r1ol,מיטות,550 ₪,כמו חדש,yes,4,2022-06-21,0
570,570,https://www.yad2.co.il/item/lbivy0pq,שולחנות,300 ₪,כמו חדש,yes,2,2022-06-21,0
571,571,https://www.yad2.co.il/item/xbzgq6n7,מזנון / ויטרינה,"1,000 ₪",כמו חדש,yes,6,2022-06-21,0
572,572,https://www.yad2.co.il/item/dzg65xc9,שידות,400 ₪,משומש,yes,9,2022-06-21,0
573,573,https://www.yad2.co.il/item/24bvn9fq,כורסאות טלויזיה,950 ₪,משומש,yes,5,2022-06-21,0
574,574,https://www.yad2.co.il/item/mwxr9kcj,ספות,"1,500 ₪",כמו חדש,yes,0,2022-06-21,0
575,575,https://www.yad2.co.il/item/8hh4ikm0,שולחנות,"3,000 ₪",כמו חדש,yes,0,2022-06-21,0
576,576,https://www.yad2.co.il/item/394096,דלתות,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0
577,577,https://www.yad2.co.il/item/431448,פינת אוכל,"3,990 ₪",חדש באריזה,yes,4,2022-06-21,0
578,578,https://www.yad2.co.il/item/qjs1y7hc,שידות,100 ₪,משומש,yes,5,2022-06-21,0
579,579,https://www.yad2.co.il/item/62xzctzb,מיטות,"2,500 ₪",כמו חדש,yes,0,2022-06-21,0
580,580,https://www.yad2.co.il/item/znvkwqdf,שידות,100 ₪,משומש,yes,2,2022-06-21,0
581,581,https://www.yad2.co.il/item/fawtl33o,שולחנות,550 ₪,כמו חדש,yes,3,2022-06-21,0
582,582,https://www.yad2.co.il/item/gyotufvp,ארונות,150 ₪,משומש,yes,2,2022-06-21,0
583,583,https://www.yad2.co.il/item/whlo86az,ספות,350 ₪,משומש,yes,2,2022-06-21,0
584,584,https://www.yad2.co.il/item/3u7c7p19,כורסאות,500 ₪,משומש,yes,2,2022-06-21,0
585,585,https://www.yad2.co.il/item/cjxhu0dz,ספות,"2,700 ₪",כמו חדש,yes,4,2022-06-21,0
586,586,https://www.yad2.co.il/item/95140x93,תכולת דירה,"10,000 ₪",כמו חדש,yes,0,2022-06-21,0
587,587,https://www.yad2.co.il/item/h4ktg0n7,חדרי שינה,"1,999 ₪",כמו חדש,yes,5,2022-06-21,0
588,588,https://www.yad2.co.il/item/z7rhtp18,מזנון / ויטרינה,"1,000 ₪",חדש באריזה,yes,5,2022-06-21,0
589,589,https://www.yad2.co.il/item/otz04gda,מזנון / ויטרינה,"3,000 ₪",כמו חדש,yes,2,2022-06-21,0
590,590,https://www.yad2.co.il/item/7p9prdvy,ספות,"2,500 ₪",משומש,yes,4,2022-06-21,0
591,591,https://www.yad2.co.il/item/q8veco0p,פינת אוכל,"1,500 ₪",כמו חדש,yes,2,2022-06-21,0
592,592,https://www.yad2.co.il/item/0alopztj,מראה,70 ₪,משומש,yes,0,2022-06-21,0
593,593,https://www.yad2.co.il/item/0d7z48cj,שולחנות,500 ₪,כמו חדש,yes,2,2022-06-21,0
594,594,https://www.yad2.co.il/item/7ue1v4et,סלון,"1,200 ₪",כמו חדש,yes,2,2022-06-21,0
595,595,https://www.yad2.co.il/item/q8x3epu0,מיטות,"1,000 ₪",משומש,yes,0,2022-06-21,0
596,596,https://www.yad2.co.il/item/431448,פינת אוכל,"3,990 ₪",חדש באריזה,yes,4,2022-06-21,0
597,597,https://www.yad2.co.il/item/605512,פינת אוכל,"4,300 ₪",חדש באריזה,yes,5,2022-06-21,0
598,598,https://www.yad2.co.il/item/458706,דלתות,"1,000 ₪",כמו חדש,yes,2,2022-06-21,0
599,599,https://www.yad2.co.il/item/19vg9xs2,שולחנות,200 ₪,כמו חדש,yes,2,2022-06-21,0
600,600,https://www.yad2.co.il/item/qtm7lnv2,מזרנים,250 ₪,משומש,yes,3,2022-06-21,0
601,601,https://www.yad2.co.il/item/p05hfzco,ספות,100 ₪,משומש,yes,3,2022-06-21,0
602,602,https://www.yad2.co.il/item/kad3yb76,שטיחים,150 ₪,משומש,yes,2,2022-06-21,0
603,603,https://www.yad2.co.il/item/6rlsgn9o,פינת אוכל,"4,000 ₪",כמו חדש,yes,2,2022-06-21,0
604,604,https://www.yad2.co.il/item/n2n0xq2w,מיטות,600 ₪,משומש,yes,5,2022-06-21,0
605,605,https://www.yad2.co.il/item/xqtnw65j,מיטות,400 ₪,כמו חדש,yes,9,2022-06-21,0
606,606,https://www.yad2.co.il/item/o4mnaf1v,שטיחים,100 ₪,משומש,yes,2,2022-06-21,0
607,607,https://www.yad2.co.il/item/pzmwaayg,כוורת,300 ₪,כמו חדש,yes,2,2022-06-21,0
608,608,https://www.yad2.co.il/item/tmi5cgan,מזרנים,600 ₪,כמו חדש,yes,8,2022-06-21,0
609,609,https://www.yad2.co.il/item/p4c305yk,סלון,250 ₪,משומש,yes,5,2022-06-21,0
610,610,https://www.yad2.co.il/item/zpqu4h5m,שידות,800 ₪,משומש,yes,3,2022-06-21,0
611,611,https://www.yad2.co.il/item/cixli1r0,כסאות,150 ₪,משומש,yes,2,2022-06-21,0
612,612,https://www.yad2.co.il/item/7igea9t5,חדרי שינה,"1,000 ₪",משומש,no,3,2022-06-21,0
613,613,https://www.yad2.co.il/item/empopd1f,כסאות,60 ₪,משומש,yes,4,2022-06-21,0
614,614,https://www.yad2.co.il/item/z8nd7hq1,כסאות,"1,000 ₪",כמו חדש,yes,3,2022-06-21,0
615,615,https://www.yad2.co.il/item/hdcoq54o,שולחנות,150 ₪,משומש,yes,3,2022-06-21,0
616,616,https://www.yad2.co.il/item/ev3u4gyx,שידות,100 ₪,משומש,yes,2,2022-06-21,0
617,617,https://www.yad2.co.il/item/431448,פינת אוכל,"3,990 ₪",חדש באריזה,yes,4,2022-06-21,0
618,618,https://www.yad2.co.il/item/605512,פינת אוכל,"4,300 ₪",חדש באריזה,yes,5,2022-06-21,0
619,619,https://www.yad2.co.il/item/rfnmeifd,שטיחים,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0
620,620,https://www.yad2.co.il/item/7394efnr,ריהוט לחדרי ילדים,149 ₪,משומש,yes,3,2022-06-21,0
621,621,https://www.yad2.co.il/item/9zyad48v,פינת אוכל,"1,499 ₪",כמו חדש,yes,4,2022-06-21,0
622,622,https://www.yad2.co.il/item/ofu23yo8,ארונות,349 ₪,משומש,yes,0,2022-06-21,0
623,623,https://www.yad2.co.il/item/qwv412rw,ארונות,649 ₪,כמו חדש,yes,5,2022-06-21,0
624,624,https://www.yad2.co.il/item/4ypovups,כסאות,400 ₪,משומש,yes,2,2022-06-21,0
625,625,https://www.yad2.co.il/item/itznvx97,שטיחים,250 ₪,כמו חדש,yes,2,2022-06-21,0
626,626,https://www.yad2.co.il/item/nf6ft1vu,שולחן טלוויזיה,750 ₪,משומש,yes,3,2022-06-21,0
627,627,https://www.yad2.co.il/item/gxpit521,ספות,"2,500 ₪",משומש,yes,0,2022-06-21,0
628,628,https://www.yad2.co.il/item/qc32rdum,פינת אוכל,150 ₪,כמו חדש,yes,0,2022-06-21,0
629,629,https://www.yad2.co.il/item/vnxgb47o,שידות,500 ₪,משומש,yes,0,2022-06-21,0
630,630,https://www.yad2.co.il/item/ssg8lo8k,סלון,500 ₪,משומש,yes,0,2022-06-21,0
631,631,https://www.yad2.co.il/item/tdqv9kuj,ריהוט לחדרי ילדים,"1,200 ₪",משומש,yes,4,2022-06-21,0
632,632,https://www.yad2.co.il/item/w35x2pf1,מזנון / ויטרינה,300 ₪,משומש,yes,4,2022-06-21,0
633,633,https://www.yad2.co.il/item/1gzvgd9u,מיטות,300 ₪,כמו חדש,yes,3,2022-06-21,0
634,634,https://www.yad2.co.il/item/e92ujk2b,מיטות,"2,500 ₪",משומש,yes,0,2022-06-21,0
635,635,https://www.yad2.co.il/item/zxx6vmxk,מיטות,600 ₪,כמו חדש,yes,2,2022-06-21,0
636,636,https://www.yad2.co.il/item/smsje7ut,ספות,"1,800 ₪",משומש,yes,2,2022-06-21,0
637,637,https://www.yad2.co.il/item/431448,פינת אוכל,"3,990 ₪",חדש באריזה,yes,4,2022-06-21,0
638,638,https://www.yad2.co.il/item/605512,פינת אוכל,"4,300 ₪",חדש באריזה,yes,5,2022-06-21,0
639,639,https://www.yad2.co.il/item/458706,דלתות,"1,000 ₪",כמו חדש,yes,2,2022-06-21,0
640,640,https://www.yad2.co.il/item/2flmifvh,ענתיקות,550 ₪,משומש,yes,0,2022-06-21,0
641,641,https://www.yad2.co.il/item/rmbex49e,תכולת דירה,100 ₪,משומש,yes,0,2022-06-21,0
642,642,https://www.yad2.co.il/item/s759jchp,מעמד לדיסקים,150 ₪,משומש,yes,6,2022-06-21,0
643,643,https://www.yad2.co.il/item/ogrfqst4,פינת אוכל,"2,800 ₪",משומש,yes,3,2022-06-21,0
644,644,https://www.yad2.co.il/item/f671apcl,דלתות,750 ₪,כמו חדש,yes,0,2022-06-21,0
645,645,https://www.yad2.co.il/item/0b7fucex,מזרנים,"2,500 ₪",כמו חדש,yes,0,2022-06-21,0
646,646,https://www.yad2.co.il/item/mqzp3gso,ענתיקות,300 ₪,כמו חדש,yes,3,2022-06-21,0
647,647,https://www.yad2.co.il/item/wm2w51ld,כורסאות,500 ₪,כמו חדש,yes,2,2022-06-21,0
648,648,https://www.yad2.co.il/item/dt5wskg1,ריהוט לחדרי ילדים,"1,000 ₪",כמו חדש,yes,8,2022-06-21,0
649,649,https://www.yad2.co.il/item/rfnmeifd,שטיחים,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0
650,650,https://www.yad2.co.il/item/7394efnr,ריהוט לחדרי ילדים,149 ₪,משומש,yes,3,2022-06-21,0
651,651,https://www.yad2.co.il/item/9zyad48v,פינת אוכל,"1,499 ₪",כמו חדש,yes,4,2022-06-21,0
652,652,https://www.yad2.co.il/item/ofu23yo8,ארונות,349 ₪,משומש,yes,0,2022-06-21,0
653,653,https://www.yad2.co.il/item/qwv412rw,ארונות,649 ₪,כמו חדש,yes,5,2022-06-21,0
654,654,https://www.yad2.co.il/item/4ypovups,כסאות,400 ₪,משומש,yes,2,2022-06-21,0
655,655,https://www.yad2.co.il/item/itznvx97,שטיחים,250 ₪,כמו חדש,yes,2,2022-06-21,0
656,656,https://www.yad2.co.il/item/nf6ft1vu,שולחן טלוויזיה,750 ₪,משומש,yes,3,2022-06-21,0
657,657,https://www.yad2.co.il/item/gxpit521,ספות,"2,500 ₪",משומש,yes,0,2022-06-21,0
658,658,https://www.yad2.co.il/item/605512,פינת אוכל,"4,300 ₪",חדש באריזה,yes,5,2022-06-21,0
659,659,https://www.yad2.co.il/item/458706,דלתות,"1,000 ₪",כמו חדש,yes,2,2022-06-21,0
660,660,https://www.yad2.co.il/item/334118,מדפים,31 ₪,חדש באריזה,yes,4,2022-06-21,0
661,661,https://www.yad2.co.il/item/gipftz6t,ריהוט לחדרי ילדים,700 ₪,כמו חדש,no,3,2022-06-21,0
662,662,https://www.yad2.co.il/item/cgn6hln4,שידות,500 ₪,כמו חדש,yes,0,2022-06-21,0
663,663,https://www.yad2.co.il/item/xfinxali,ארונות,700 ₪,כמו חדש,yes,2,2022-06-21,0
664,664,https://www.yad2.co.il/item/iz1mipvm,ריהוט לחדרי ילדים,700 ₪,כמו חדש,yes,4,2022-06-21,0
665,665,https://www.yad2.co.il/item/tzrcfeb4,פינת אוכל,"5,000 ₪",כמו חדש,yes,4,2022-06-21,0
666,666,https://www.yad2.co.il/item/q68p4swd,שולחנות,300 ₪,כמו חדש,yes,2,2022-06-21,0
667,667,https://www.yad2.co.il/item/t91jzg0g,שולחן מחשב,250 ₪,כמו חדש,yes,3,2022-06-21,0
668,668,https://www.yad2.co.il/item/3fofsmes,פינת אוכל,600 ₪,כמו חדש,yes,0,2022-06-21,0
669,669,https://www.yad2.co.il/item/llg2ehlz,מזנון / ויטרינה,"2,000 ₪",כמו חדש,yes,5,2022-06-21,0
670,670,https://www.yad2.co.il/item/ekrrwz3r,כורסאות ומושבי עיסוי,"2,800 ₪",כמו חדש,yes,2,2022-06-21,0
671,671,https://www.yad2.co.il/item/8hh35ouu,מדפים,50 ₪,כמו חדש,yes,4,2022-06-21,0
672,672,https://www.yad2.co.il/item/d9qfngoq,מיטות,"2,000 ₪",כמו חדש,yes,4,2022-06-21,0
673,673,https://www.yad2.co.il/item/et5jbx2n,פינת אוכל,"1,900 ₪",כמו חדש,yes,3,2022-06-21,0
674,674,https://www.yad2.co.il/item/2uojnv6u,מזנון / ויטרינה,"1,999 ₪",משומש,yes,0,2022-06-21,0
675,675,https://www.yad2.co.il/item/xrc4fuu9,ספות,"1,900 ₪",כמו חדש,yes,5,2022-06-21,0
676,676,https://www.yad2.co.il/item/zgb2hobu,ספות,400 ₪,משומש,yes,2,2022-06-21,1
677,677,https://www.yad2.co.il/item/yiazr74q,ספות,400 ₪,משומש,yes,7,2022-06-21,0
678,678,https://www.yad2.co.il/item/27y3zmzy,ספות,"2,900 ₪",כמו חדש,yes,0,2022-06-21,0
679,679,https://www.yad2.co.il/item/334118,מדפים,31 ₪,חדש באריזה,yes,4,2022-06-21,0
680,680,https://www.yad2.co.il/item/aahj2de9,שולחן מחשב,250 ₪,כמו חדש,yes,2,2022-06-21,1
681,681,https://www.yad2.co.il/item/lpsvy3qh,מזנון / ויטרינה,"1,100 ₪",כמו חדש,yes,3,2022-06-21,0
682,682,https://www.yad2.co.il/item/35ronblm,כסאות,220 ₪,כמו חדש,yes,0,2022-06-21,0
683,683,https://www.yad2.co.il/item/ylauq1lv,מיטות,"1,600 ₪",משומש,yes,3,2022-06-21,0
684,684,https://www.yad2.co.il/item/50o2b9ys,מטבח,350 ₪,משומש,yes,0,2022-06-21,0
